"Permission","Method","Endpoint","ApiVersion"
"sites.pageTemplate","POST","/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}/webparts/{webPart-id}/getPositionOfWebPart","beta"
"sites.pageTemplate","POST","/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/verticalSection/webparts","beta"
"sites.pageTemplate","POST","/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/verticalSection/webparts/{webPart-id}/getPositionOfWebPart","beta"
"sites.pageTemplate","POST","/sites/{site-id}/pageTemplates/{pageTemplate-id}/webParts","beta"
"sites.pageTemplate","POST","/sites/{site-id}/pageTemplates/{pageTemplate-id}/webParts/{webPart-id}/getPositionOfWebPart","beta"
"sites.permission","DELETE","/sites/{site-id}/permissions/{permission-id}","beta"
"sites.permission","DELETE","/sites/{site-id}/permissions/{permission-id}","v1.0"
"sites.permission","GET","/sites/{site-id}/archive","beta"
"sites.permission","GET","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.permission","GET","/sites/{site-id}/permissions","beta"
"sites.permission","GET","/sites/{site-id}/permissions","v1.0"
"sites.permission","GET","/sites/{site-id}/permissions/{permission-id}","beta"
"sites.permission","GET","/sites/{site-id}/permissions/{permission-id}","v1.0"
"sites.permission","GET","/sites/{site-id}/permissions/{permission-id}/grant","v1.0"
"sites.permission","GET","/sites/{site-id}/permissions/{permission-id}/revokeGrants","beta"
"sites.permission","PATCH","/sites/{site-id}/permissions/{permission-id}","beta"
"sites.permission","PATCH","/sites/{site-id}/permissions/{permission-id}","v1.0"
"sites.permission","POST","/sites/{site-id}/archive","beta"
"sites.permission","POST","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.permission","POST","/sites/{site-id}/permissions","beta"
"sites.permission","POST","/sites/{site-id}/permissions","v1.0"
"sites.permission","POST","/sites/{site-id}/permissions/{permission-id}/grant","beta"
"sites.permission","POST","/sites/{site-id}/permissions/{permission-id}/grant","v1.0"
"sites.permission","POST","/sites/{site-id}/permissions/{permission-id}/revokeGrants","beta"
"sites.recycleBin","DELETE","/sites/{site-id}/archive","beta"
"sites.recycleBin","DELETE","/sites/{site-id}/recycleBin","beta"
"sites.recycleBin","DELETE","/sites/{site-id}/recycleBin/items","beta"
"sites.recycleBin","GET","/sites/{site-id}/archive","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/createdByUser","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/createdByUser/mailboxSettings","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/createdByUser/serviceProvisioningErrors","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/items","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/lastModifiedByUser","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/lastModifiedByUser/mailboxSettings","beta"
"sites.recycleBin","GET","/sites/{site-id}/recycleBin/lastModifiedByUser/serviceProvisioningErrors","beta"
"sites.recycleBin","PATCH","/sites/{site-id}/archive","beta"
"sites.recycleBin","PATCH","/sites/{site-id}/recycleBin","beta"
"sites.recycleBin","PATCH","/sites/{site-id}/recycleBin/createdByUser/mailboxSettings","beta"
"sites.recycleBin","PATCH","/sites/{site-id}/recycleBin/items","beta"
"sites.recycleBin","PATCH","/sites/{site-id}/recycleBin/lastModifiedByUser/mailboxSettings","beta"
"sites.recycleBin","POST","/sites/{site-id}/recycleBin/items","beta"
"sites.recycleBin","POST","/sites/{site-id}/recycleBin/items/delete","beta"
"sites.recycleBin","POST","/sites/{site-id}/recycleBin/items/restore","beta"
"sites.richLongRunningOperation","DELETE","/sites/{site-id}/operations/{richLongRunningOperation-id}","beta"
"sites.richLongRunningOperation","DELETE","/sites/{site-id}/operations/{richLongRunningOperation-id}","v1.0"
"sites.richLongRunningOperation","GET","/sites/{site-id}/archive","beta"
"sites.richLongRunningOperation","GET","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.richLongRunningOperation","GET","/sites/{site-id}/operations","beta"
"sites.richLongRunningOperation","GET","/sites/{site-id}/operations","v1.0"
"sites.richLongRunningOperation","GET","/sites/{site-id}/operations/{richLongRunningOperation-id}","beta"
"sites.richLongRunningOperation","GET","/sites/{site-id}/operations/{richLongRunningOperation-id}","v1.0"
"sites.richLongRunningOperation","PATCH","/sites/{site-id}/operations/{richLongRunningOperation-id}","beta"
"sites.richLongRunningOperation","PATCH","/sites/{site-id}/operations/{richLongRunningOperation-id}","v1.0"
"sites.richLongRunningOperation","POST","/sites/{site-id}/archive","beta"
"sites.richLongRunningOperation","POST","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.richLongRunningOperation","POST","/sites/{site-id}/operations","beta"
"sites.richLongRunningOperation","POST","/sites/{site-id}/operations","v1.0"
"sites.site","GET","/sites","beta"
"sites.site","GET","/sites","v1.0"
"sites.site","GET","/sites/{site-id}","beta"
"sites.site","GET","/sites/{site-id}","v1.0"
"sites.site","GET","/sites/{site-id}/archive","beta"
"sites.site","GET","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.site","GET","/sites/{site-id}/sites","beta"
"sites.site","GET","/sites/{site-id}/sites","v1.0"
"sites.site","GET","/sites/{site-id}/sites/{site-id1}","beta"
"sites.site","GET","/sites/{site-id}/sites/{site-id1}","v1.0"
"sites.site","GET","/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/set","beta"
"sites.site","GET","/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/set","v1.0"
"sites.site","PATCH","/sites/{site-id}","beta"
"sites.site","PATCH","/sites/{site-id}","v1.0"
"sites.site","POST","/sites","beta"
"sites.site.Actions","POST","/sites/{site-id}/archive","beta"
"sites.site.Actions","POST","/sites/{site-id}/contentModels/{contentModel-id}/removeFromDrive","beta"
"sites.site.Actions","POST","/sites/{site-id}/unarchive","beta"
"sites.site.Actions","POST","/sites/add","beta"
"sites.site.Actions","POST","/sites/add","v1.0"
"sites.site.Actions","POST","/sites/remove","beta"
"sites.site.Actions","POST","/sites/remove","v1.0"
"sites.site.Functions","GET","/sites/{site-id}/archive","beta"
"sites.site.Functions","GET","/sites/{site-id}/contentModels/{contentModel-id}/removeFromDrive","beta"
"sites.site.Functions","GET","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.site.Functions","GET","/sites/add","beta"
"sites.site.Functions","GET","/sites/add","v1.0"
"sites.store","DELETE","/sites/{site-id}/archive","beta"
"sites.store","DELETE","/sites/{site-id}/lists/{list-id}/subscriptions/{subscription-id}/reauthorize","v1.0"
"sites.store","DELETE","/sites/{site-id}/termStore","beta"
"sites.store","DELETE","/sites/{site-id}/termStore","v1.0"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}","beta"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}","v1.0"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}","beta"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}","v1.0"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}","beta"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}","v1.0"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}","beta"
"sites.store","DELETE","/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/children/{term-id}/children/{term-id1}","v1.0"
